tweet,category
"🚨WANTED for an ASSAULT: On 3/30/22 at approx. 10:55 PM, inside the Fordham Rd Station @NYPD46PCT Bronx.  The suspect slashed a 45 year-old female victim's face while they were engaged in a dispute.  Any info call us at 800-577-TIPS   Reward up to $3,500. https://t.co/uEHhDAeiGn",Assault
"🚨WANTED for ROBBERY: On 3/16/22 at approx. 10:50 PM, on the '7' train at the 52nd St Station @NYPD108PCT Queens.  The suspects punched a 44 year-old victim &amp; took his property.  Any info call us at 800-577-TIPS or a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/EBAeEt9Ev0",Robbery
***ADDITIONAL IMAGES*** https://t.co/9y5FGIlcvL,normal
"🚨WANTED-ROBBERY: On 4/3/22 at approx. 12:30 AM, vicinity of Roberts &amp; Hobart Ave @NYPD45PCT Bronx.  The suspects forcibly removed a 76 year-old victim's purse.  Any info call us at 800-577-TIPS or anonymously post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/7VzI3YvCEU",Robbery
🚨WANTED🚨for Public Lewdness in the vicinity of West 150 Street and Broadway #hamiltonheights #manhattan On 03/23/22 @ 12:49 AM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/NCpnp5wIOW,normal
🚨WANTED🚨for Public Lewdness in the vicinity of 137 Street and City College subway station #hamiltonheights #manhattan On 03/7/22 @ 4:00PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/wKVgyTmj7v,normal
"WANTED for AN Assault in front of 58 Gerry Street. #Brooklyn @NYPD90pct on 4/1/22 @ 7:55 PM without and prior words or provocation, the individuals punched and kicked the Hasidic victim about the body, forcing him to the ground Reward up to $3500Call 1-800-577-TIPS. CONFIDENTIAL! https://t.co/6W6kfQbU1d",Assault
"WANTED for A Robbery in front of 576 East 165 Street. #Bronx @NYPD42pct on 3/21/22 @ 8:18 AM Three individuals approached the victim, simulated a firearm and removed property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/fuZLutsXLu",Robbery
WANTED for AN Attempted Robbery in the vicinity of Lennox Avenue and West 129 Street . #Manhattan @NYPD32pct on 3/17/22 @ 10:30 PM The individual threw the victim onto the ground while attempting to take her purse from her.  Reward up to $3500 Call 1-800-577-TIPS  CONFIDENTIAL! https://t.co/YsSBFfuo3Z,Robbery
WANTED for A reckless endangerment in front of 134-40 Guy R Brewer Boulevard . #Queens @NYPD113pct on 4/1/22 @ 11:30 AM PM two unknown individuals were walking when one of the individuals displayed a firearm and recklessly discharged it. Reward up to $3500  Call 1-800-577-TIPS https://t.co/i5CMhHObmL,normal
WANTED for A Robbery at 925 Hunts Point Avenue . #Bronx @NYPD41pct on 3/8/22 @ 12:45 PM three unknown males approached the victim from behind and began going through the victim's pockets to remove property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/FORwoVP4aI,Robbery
🚨WANTED￼🚨for an ASSAULT in front of 30-05 Whitestone Expressway #Queens @NYPD109pct on 3/20/22@ 1:50A.M. The individual shot the victim twice in the leg &amp; once in the buttocks.💰Reward up to $3500 Know who he is?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/bVDe8o8qae,Assault
"🚨WANTED🚨for a Robbery in the vicinity of 108 St &amp; Martense Ave #Queens @NYPD110pct on 2/7/22@ 7:50P.M.The individuals simulated a firearm, assaulted both victims &amp; took their property💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/MSVxZDeKDg",Robbery
🚨WANTED￼🚨for an ASSAULT in the vicinity of Water St &amp; Jackson St #Manhattan @NYPD7pct on 3/30/22@ 11:16P.M. The individual slashed the victim with a machete causing a severe injury.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/cawEkdWtIP,Assault
"🚨WANTED￼🚨for an ASSAULT on the “L” train @ Montrose Ave #Brooklyn  @NYPD90pct on 3/31/22@ 4:20A.M. The individuals punched, kicked &amp; struck the 65y/o victim with a glass bottle in his head.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/Z6AsZtpCH4",Assault
🚨WANTED￼🚨for Multiple Burglaries the first occurred @ 206 East 124 St. #Manhattan @NYPD25pct on 3/10/22@ 7 A.M. The individual gains access from the basement of the building and removed property💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fRLcB8iay7,normal
🚨WANTED￼🚨for an Assault in the vicinity of Broadway and 73rd Street #Jacksonheights #queens On 03/18/22 @ 9:40 PM💰Reward up to $3500 Seen him? Know who he is?📲Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/aKQttzkAif,Assault
"WANTED for ROBBERY:On 3/30/22 at approx. 4:47 AM, vicinity of Fairview Ave &amp; Wadsworth Terrace.The suspects displayed a firearm then punched the victim and removed his property. Call us at 800-577-TIPS or go onto our website https://t.co/TRPPY5zHV2 Reward up to $3,500. https://t.co/KS25l48hiZ",Robbery
"WANTED for AGGRAVATED HARASSMENT: On 3/1/22 @ 8:55 PM, @NYPD122PCT @ 2590 Hylan Blvd (Retro Fitness Underground Park the unidentified individual drew a swastika on a parking lot support beam. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/SU0S2pWh0c",Abuse
***ADDITIONAL IMAGES*** https://t.co/ju6Y8TkB7d,normal
"🚨WANTED-ASSAULT: 3/19/22 at approx. 2:22 PM, northbound 'A' train at W 190 St @NYPD34PCT Manhattan. The suspect began spitting at a 22 Y/O male vic before attacking him &amp; ripping out his hair while making anti-gay remarks.  Any info call us at 800-577-TIPS   Reward up to $3,500 https://t.co/3O2pKR4JxI",Assault
***ADDITIONAL IMAGES*** https://t.co/8TZIXvYwq0,normal
"🚨WANTED-ROBBERY: 3/30/22 at approx. 3:47 AM, inside a parking garage 1100 Franklin Ave @NYPD42PCT Bronx.  The suspects pointed a firearm at an elderly male, then fled with property from the office &amp; a Toyota Camry.  Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/aOCcuR3ese",Robbery
"WANTED for HOMICIDE: On 3/26/22 @ 8:10 PM, @NYPD101PCT outside of 624 Grassmere Terrace the unidentified individual discharged a firearm @ a 26-year-old victim striking him in the head causing his death. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/YJZkeBw4m4",normal
"WANTED for ROBBERY: On 3/26/22 @ 10:18 AM, @NYPD17PCT inside Duane Reade located at 155 E 34 St the unidentified individual was removing property when a security guard intervened the unidentified male produced a hypodermic needle &amp; tried to stab the victim. https://t.co/0tJE8FWSls",Assault
WANTED for BURGLARY: On Two occasions in March @NYPD66PCT inside Yeshiva Birchas Duvid Synagogue the unidentified individual entered the location &amp; removed property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/RsfR5eLlfE,Burglary
"WANTED for CRIMINAL MISCHIEF: On 3/24/22 @ 10:00 AM, @NYPD10PCT, vicinity of W 37 St &amp; 9 Ave  an unidentified individual approached the vehicle with a cinder block smashing the window &amp; removed property ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/fOIahODobA",normal
"WANTED for An Assault: On Sunday March 27, 2022 at Approx. 11:40 P.M. on the N/B “3” train at the Harlem-148th St. Station @nypd32pct a unknown individual slashed a 40 year old male in his chest  causing serious physical injury. .. Call @ 800-577-TIPS or DM NYPDTips https://t.co/5X0tifbgjo",Assault
"WANTED for A Sexual Abuse inside the prospect park station,  #Brooklyn @NYPDTransit on 3/24/22 @ 7:10 AM, the individual grabbed the female victim, forcibly ripped at her clothes while touching her private area. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/wOcJGZ7xTK",Abuse
"🚨WANTED🚨for A ROBBERY  at McDonald’s 429 7th ave, #Manhattan @NYPDMTS on 2/28/22 @ 7:42 A.M. The individual punched victim multiple times and forcibly removed the victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/7cGGM8DQXA",Robbery
"🚨WANTED🚨for an Assault at a pawn shop, 178-22 Jamaica Ave, #Queens @NYPD103Pct On 03/26/22 @ 12:59 PM, Individual struck victim multiple times on the head.  Reward up to $3500 Seen him?Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/UIeaZq1R00",Assault
"WANTED for A Forcible Touching on a Coney Island bound B82 MTA bus,. #Brooklyn @NYPD61Pct on 3/15/22 @ 5:50 AM, the individual touched the 19-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/dzPoPZpmga",normal
"🚨WANTED🚨for A ROBBERY  corner of Thomas Boyland st. &amp; Dean St.,#Brooklyn @NYPD73Pct on 2/24/22 @ 7:35 P.M. The individuals displayed a knife and forcibly removed the 15 year old victims property.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/ppPO3mdU36",Robbery
"🚨WANTED🚨for A ROBBERY on the mezzanine @ 42 st-Bryant park station,#Manhattan  @NYPDMTS on 3/23/22@ 11:30 A.M. The individual snatched victims wallet and punched victim in the face.💰Reward up to $3500 Know who he is?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/s7BiPbcQPD",Robbery
"🚨WANTED￼🚨for A HOMICIDE in front of 800 East 92 St.  #Brooklyn @NYPD67pct on 3/19/22@ 1:09P.M. While one individual assaulted the victim, the other individual shot &amp; killed the victim.💰Reward up to $3500 Know who they are?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/vSOB1y0r9l",Shooting
"🚨WANTED🚨for A ROBBERY @ Metro PCS)located@ 5585 Broadway #Bronx @NYPD50pct on 3/25/22@ 6:17P.M. The individual displayed a firearm and demanded cash.  The individual removed $1,764 cash &amp; fled.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/hVxz4WkyKW",Robbery
🚨WANTED￼🚨for A ROBBERY in the vicinity of East 87 St. &amp;  2nd Ave.  #Manhattan  @NYPD19pct on 3/3/22@ 10:33P.M. The individual tackled the victim to the ground and took the victim’s wallet.💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/fPlBq78MM8,Robbery
🚨WANTED￼🚨for A ROBBERY The pharmacy is located@ 9311 Church Ave #Brooklyn  @NYPD67pct on 3/22/22@ 5P.M.The individuals removed multiple bottles of Promethazine from behind the pharmacy counter.💰Reward up to $3500 Know who they are?📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/StX2RLYfUn,Robbery
🚨WANTED🚨for an Assault in front of 127 Riverdale Avenue #brownsville #brooklyn On 03/25/22 @ 6:00 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/vnIZBB9wWl,Assault
￼WANTED￼for an Burglary in the vicinity of 116 Street and 2nd Avenue #eastharlem #manhattan  On 03/24/22 @ 8:00 AM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/DOUZ4zTQm2,Burglary
🚨WANTED🚨for an Assault in the vicinity of 188 Street and Henderson Avenue #holis #Queens On 03/25/22 @ 2:46 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/NZZQv5nvqT,Assault
🚨WANTED🚨for an Burglary inside of Laser Bounce Family Fun Center located at 80-28 Cooper Avenue #glendale #Queens  On 03/06/22 @ 6:48 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #YourCityYourCall https://t.co/LOjhCvevWe,Burglary
"WANTED for a Commercial Burglary located at 1799 US HWY Route 10 East #MorrisPlains #NewJersey On 2/01/22 @ 5:00 AM Reward up to $1,000 Seen them? Know who they are? Call The Morris County Sheriff’s CrimeStoppers 973-267-2255 or https://t.co/lCsNRhgLUF! Calls are CONFIDENTIAL! https://t.co/OKJkFzHywS",Burglary
"🚨WANTED-ROBBERY: On 3/21/22 at approx. 4:30 AM, inside the Bowling Green Subway station @NYPD1PCT Manhattan. The suspect slapped a 26 year-old female victim &amp; took her phone.  Any info call us at 800-577-TIPS or anonymously post to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/ycMH1W9tg5",Robbery
"🚨WANTED-BURGLARY: On 2/26/22 at approx. 7:58 AM, vicinity of E 176 &amp; Anthony Ave @NYPD46PCT Bronx. The suspect unlawfully entered a bldg mailroom &amp; removed property.  Any info call us at 800-577-TIPS or  post a tip on our website https://t.co/TRPPY5zHV2  Reward up to $3,500. https://t.co/M65vPBJ0YF",Burglary
"🚨WANTED for attempted ROBBERY: On 3/17/22 at approx. 3:26 PM, inside VV Pharmacy 3593 3 Ave @NYPD42PCT Bronx.  The suspect displayed a firearm &amp; demanded cash from the clerk, but fled with nothing.  Any info call us at 800-577-TIPS     Reward up to $3,500. https://t.co/B6Pz22Drzk",Robbery
"🚨WANTED for a Bronx ROBBERY Pattern: 5 incidents in March the suspect approaches female victims and forcibly removes their bags, &amp; has been seen fleeing the depicted vehicle. Any info call us at 800-577-TIPS or post a tip to https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/tlZyUYQL0z",Robbery
"🚨WANTED for ROBBERY: On 3/17/22 at approx. 10:40 AM, inside Melrose Deli 554 E 149 @NYPD40PCT Bronx.  The suspect displayed a firearm &amp; demanded the victim's property. He then took the victim's cash &amp; fled.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/GWX9P88tfX",Robbery
"WANTED for ASSAULT: On 3/2/22 @ 5:25 PM, @NYPD84PCT, on a S/B “A” train approaching the Jay St subway station, these unknown individuals assaulted two victims causing physical injuries. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/UtSFcZoJV6",Assault
"WANTED for ROBBERY: On 3/20/22 @ 5:05 AM, @NYPD25PCT, 7 Eleven located at 2256 2nd Ave the unidentified individual displayed a knife &amp; removed property from the location. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/d8noxqiLPY",Robbery
"WANTED for ROBBERY: On 3/16/22 @ 10:30 PM, @NYPD60PCT, on a S/B 'D' line train, a 33-year-old victim was approached by the unidentified individual who displayed a knife &amp; slashed her on both sides of her face. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/FHCrjbKeiS",Robbery
"🚨WANTED-ASSAULT: 3/20/22 at approx. 2:45 PM, in the vicinity of Chrystie &amp; Canal St @NYPD5PCT Manhattan.  The suspects struck a 52 year-old victim on the head multiple times.  Any info call us at 800-577-TIPS or anonymously post a tip https://t.co/TRPPY5zHV2  Reward up to $3,500 https://t.co/2XOU3OHdB1",Assault
***Additional Video*** https://t.co/ToC55lx43c,normal
"🚨WANTED for an ASSAULT: On 3/14/22 at approx. 3:57 PM, inside the Van Siclen Ave train station @NYPD75PCT Brooklyn.  The suspects punched and kicked a 14 year-old victim on the head and body.  Any info call us at 800-577-TIPS  Reward up to $3,500. https://t.co/iBLDHy0Ilx",Assault
"WANTED for ROBBERY: On 3/19/22 @ 2:41 PM, @NYPD13PCT inside 29 E 19 St the unidentified individuals enter the location &amp; begin removing property when approached by a female she was assaulted as the subject's fled. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/A5qWVAkpr1",Robbery
WANTED for A Robbery in the vicinity of Nagle Avenue and Dyckman Street . #Manhattan @NYPD34pct on 3/16/22 @ 3:50 AM two individuals displayed a firearm and forced victim into his apartment and removed hid property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/8aH8ywart3,Robbery
WANTED for A Forcible Touching in the vicinity of Harbor Road . #StatenIsland @NYPD121pct on 3/10/22 @ 1:30 PM an unidentified male touched the 13-year-old female victim’s private area over the clothing before fleeing. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/fDhXRHjbSL,normal
WANTED for A Robbery in the vicinity of West 192nd Street and Jerome Avenue. #Bronx @NYPD52pct on 3/10/22 @ 11:00 PM individual approached the victim and punched him in the face and took his property. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/cwXKnKUDbc,Robbery
WANTED for A Robbery in the vicinity of McClellan Street and Gerard Avenue. #Bronx @NYPD44pct on 3/7/22 @ 2:00 PM 4 individuals assaulted the male victim with bats and a stun gun following a dispute and removed his sneakers. Reward up to $3500 Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/vDfqt5wKaw,Robbery
WANTED for A Forcible Touching East Broadway F line subway station. #Manhattan @NYPD7pct on 3/21/22 @ 8:10 AM Male approached the victim and grabbed her buttocks and breast. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/TDUABN905c,normal
🚨WANTED￼🚨for A ROBBERY in the vicinity of Allerton Ave &amp; Williams bridge Rd  #Bronx  @NYPD49pct on 3/7/22@ 3P.M. the individual simulated a firearm &amp; took the victim’s vehicle.￼💰Reward up to $3500 Know who he is?￼📲Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/uBxW444v6C,Robbery
"￼🚨WANTED￼🚨for A ROBBERY in front of 520 Morris Park Ave  #Bronx @NYPD49Pct on 3/20/22 the individual forcibly removed a 29-y/o victim’s bag from her shoulders, knocking her to the ground.💰Reward up to $3500 Know this person?￼☎️Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/l0Gs0v7oSO",Robbery
🚨WANTED🚨for a Commercial Robbery located at 241 Crescent Street #cypresshills #brooklyn On 3/14/22 @ 11:30 AM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/mxzRf0nX9E,Robbery
"🚨WANTED🚨for a Robbery inside of the Jackson Avenue station, on the northbound #2,5 line platform #bronx On 3/16/22 @ 3:40 PM Reward up to $3500 Seen them? Know who they are? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/OO081O30Ye",Robbery
🚨WANTED🚨for an Attempted Murder &amp; Attempted Rape on West 123 Street between Lenox Avenue and Adam Clayton Boulevard #harlem #manhattan On 3/18/22 @ 11:30 PM Reward up to $3500 Seen him? Know who he is? Call 1-800-577-TIPS or DM us! Calls are CONFIDENTIAL! #yourcityyourcall https://t.co/8lEiqRczAE,normal
WANTED for A Robbery in the vicinity of West 181 Street and Audubon Avenue. #Manhattan @NYPD34pct on 3/18/22 @ 12:57 PM Suspect approached victim displayed firearm and took her necklace and pendant. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/ahfp6WMqKr,Robbery
WANTED for A Forcible Touching in the vicinity of Sutter Avenue and Van Siclen Avenue  . #Brooklyn @NYPD75pct on 2/11/22 @ 9:15 PM An unknown individual approached victim and grabbed her buttocks. Reward up $3500 Know who they are? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/NJwVJD3IW1,normal
"WANTED for AN Robbery at 4520 Broadway street . #Manhattan @NYPD34pct on 3/18/22 @ 5:05 AM Reward up to $3500 an unknown individual entered the location and ordered food and when asked to pay , he displayed a firearm and demanded money. Call 1-800-577-TIPS CONFIDENTIAL! https://t.co/kfytfhUX0L",Robbery
"WANTED for ROBBERY: On 3/18/22 @ 3:37 AM, @NYPD1PCT, in front of 140 Thompson St. The unidentified individuals approached a 25-year-old victim from opposite directions displaying a knife and removed her property. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/b0tjE8Hgh9",Robbery
"WANTED for FORCIBLE TOUCHING: On 3/18/22 @ 11:40 AM, @NYPD49PCT, inside 1750 East Gun Hill Rd the unidentified individual approached a 31-year-old victim and grabbed her buttocks over her clothing. ANY info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/gRqYkfcrWT",normal
"WANTED for ROBBERY: On 3/18/22 @ 5:05 AM, @NYPD34PCT, inside 4520 Broadway the unidentified individual ordered food. When the individual was asked to pay for the food, he displayed a firearm and demanded money. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/Rgrk2yz0IG",Robbery
"WANTED for ASSAULT: On 3/3/22 @ 11:52 AM, @NYPD110PCT @NYPDTransit on board a “E” Train approaching 74 St. &amp; Roosevelt ave., individual assaulted two victims with a glass liquor bottle. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/8PuTgeZF0n",Assault
"WANTED for BURGLARY: On 3/9/22 @ 10:05 AM, @NYPD103PCT, at a house of worship located at 181-14 Hillside Ave the unidentified individual forcibly opened a door to the location &amp; removed property. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/YaCh19CnRi",Burglary
"WANTED for FORCIBLE TOUCHING: On 3/17/22 @ 11:20 PM, @NYPD70PCT, in the vicinity of Lenox Rd &amp; Flatbush Ave the unidentified individual approached a 31 year-old female &amp; grabbed the victim's breasts and buttocks . Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/cWh5A3rGAE",normal
"WANTED for SEX ABUSE: On 3/14/22 @ 7:25 PM, @NYPD114PCT at the Astoria Boulevard train station the unidentified individual approached a 29 year-old female &amp; rubbed the victim's buttocks. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/j4qdkrpqDl",Abuse
"WANTED for SEX ABUSE: On 3/14/22 @ 7:30 AM, @NYPD110PCT in the vicinity of 43 Avenue and 97th Place the unidentified individual approached an 11 year-old female &amp; grabbed her buttocks. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/Mnf4ULHIss",Abuse
WANTED for RECKLESS ENDANGERMENT: On 3/7/22 @ 1:38 AM @NYPD46PCT in the vicinity of Montgomery Ave &amp; Popham Ave the unidentified individuals were banging on an apt door &amp; then discharged a firearm into the door. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/ouQ0hO5q02,normal
"WANTED for ROBBERY: On 2/28/22 @ 11:15 AM, @NYPD102PCT in the vicinity of 95 Ave &amp; 83 St the subjects posed as Con Edison workers displaying firearms while forcing their way into the location to remove property. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/FI8gQmvEmx",Robbery
"WANTED for ASSAULT: On 3/1/22 @ 8:10 PM, @NYPD46PCT in the vicinity of Marion Ave &amp; E 187 St the unidentified individual assaulted &amp; removed property from a 53-year-old victim. Any info call us @ 800-577-TIPS or DM NYPDTips Reward up to $3500. https://t.co/ESfaDGfTYr",Assault
"WANTED for ASSAULT: On 3/14/22 @ 8:52 PM, @NYPD77PCT in the vicinity of Sterling Pl &amp; Buffalo Ave the unidentified individuals approached a 16-year-old victim @ a doorway displaying and discharging a firearm striking the victim. Any info call us @ 800-577-TIPS or DM NYPDTips. https://t.co/OztrwyEIFD",Assault
"WANTED for ROBBERY: On 3/15/22 @ 4:25 PM, @NYPD26PCT the unidentified individuals on dirt bikes approached a 64-year-old victim &amp; his 36-year-old son who were seated inside of their vehicle at St Nicholas Terrace &amp; W 127 St. The victims were pulled from the vehicle &amp; assaulted. https://t.co/XFJquLMA9Z",Robbery
"WANTED For Robbery: On Thursday March 10, 2022 At Approx. 10 P.M., in front of 735 Magenta St. @nypd47pct, a unknown individual a slashed a 31 year old male and removed victim’s property.    Call @ 800-577-TIPS or DM NYPDTips Reward up to $3500.00 https://t.co/fWnucSSYkQ",Robbery
WANTED for A Police impersonation/ Robbery  in front of 80 W. Kingsbridge Road. #Bronx @NYPD52pct on 2/8/22 @ 3:20 AM Two men who identified themselves as Police Officers pushed the victim against a wall and removed his wallet and cellphone. Reward up to $3500 Call 1-800-577-TIPS https://t.co/pKtrZJP2T2,Robbery
WANTED for AN Assault at the northeast corner of Bowery and East 3 Street. #Manhattan @NYPD9pct on 3/12/22 @ 1:10 AM after n initial verbal dispute the suspect struck the victim in the neck with unknown object. Reward up to $3500 Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/9gAHkz1Q4F,Assault
WANTED for A Robbery front of 1150 Grand Concourse. #Bronx @NYPD44pct on 3/14/22 @ 7:15 PM the suspect approached victim told him he had a gun and fled in victims vehicle. Reward up to $3500 Know who they are? Call 1-800-577-TIPS  Calls are CONFIDENTIAL! https://t.co/MbQmv8pqVU,Robbery
WANTED for AN Assault located at 102 Street and Rockaway Boulevard. #Queens @NYPD106pct on 3/15/22 @ 10:27 AM an unknown male walking with unknown female approached victims and displayed a sharp cutting instrument and stabbed both male victims Reward up to $3500 Call 1-800-577 https://t.co/H6IEhjvvJA,Assault
Breaking: CPD investigating a suspected arson fire overnight near West Garfield Park. Several abandoned vehicles burned. No injuries reported.,Arson
Heavy smoke near 63rd & Halsted early this morning. Fire officials say the blaze was intentionally set. Arson unit on scene.,Arson
Another suspicious fire reported in Englewood. Witnesses say someone poured liquid before lighting it 🔥,Arson
"Warehouse fire near Pilsen ruled arson by CFD. Building was vacant, but damage is extensive.",Arson
Just saw fire trucks rushing toward South Shore. Neighbors saying the garage fire was deliberately started.,Arson
CFD confirms arson in last night's apartment fire near Logan Square. Residents displaced.,Arson
Update: Man arrested after setting trash bins on fire near Uptown CTA station.,Arson
Multiple fires reported along an alley in Back of the Yards. Officials believe it was a coordinated arson attempt.,Arson
Fire investigators looking into a deliberately set fire at a closed storefront in Little Village.,Arson
Early morning arson suspected after vacant house burned near Austin Blvd. No one hurt.,Arson
Community alert 🚨: Intentional fire reported near 79th Street. Residents urged to report suspicious activity.,Arson
CPD says Molotov-style device may have been used in last night's arson near Humboldt Park.,Arson
Another abandoned building burned down near North Lawndale. CFD calling it arson.,Arson
Surveillance footage released after arson attack on a parked car in Bridgeport.,Arson
Firefighters responding to a suspicious blaze near Midway Airport. Arson investigation underway.,Arson
Store owner in Rogers Park says fire was set intentionally after a dispute earlier this week.,Arson
Overnight fire near Cicero Ave ruled arson. Damage spread to neighboring structures.,Arson
Neighbors in Bronzeville shaken after arsonist sets fire to porch early morning.,Arson
CPD seeking suspects after multiple fires intentionally set near Washington Park.,Arson
Fire crews battled an arson fire inside an abandoned factory near Pullman.,Arson
Suspicious fire destroys dumpsters behind businesses near Wicker Park. Arson unit called in.,Arson
CFD confirms arson after gasoline smell detected at fire scene in South Chicago.,Arson
Intentional fire reported near Irving Park; investigators say accelerant was used.,Arson
Vacant lot fire near Marquette Park believed to be deliberately started.,Arson
Residents report repeat arson incidents near Chatham over the past week.,Arson
CPD investigating possible hate-motivated arson after garage fire in Albany Park.,Arson
Flames engulfed a storage shed near Canaryville overnight. Officials say it wasn't accidental.,Arson
Arson suspected after multiple trash fires lit along State Street corridor.,Arson
Fire officials confirm intentional fire at abandoned school near South Lawndale.,Arson
CFD warns residents after string of arson fires reported near Chicago Lawn area.,Arson
